name,url,image
Caramel Cream Cheese Custard (Flan De Queso),http://www.eatingwell.com/recipes/caramel_cream_cheese_custard_flan_de_queso.html,https://www.edamam.com/web-img/747/7478dffee675bd4d082cf402c846ed89.jpg
Wake-Up Smoothie,http://www.eatingwell.com/recipes/wake_up_smoothie.html,https://www.edamam.com/web-img/9dc/9dcfdfe6f2547f45885ea4b6fccfa889.jpg
Frozen Yogurt With Rum-Raisin Sauce recipes,http://www.myrecipes.com/recipe/frozen-yogurt-with-rum-raisin-sauce,https://www.edamam.com/web-img/70e/70e68b376dcaf77f33138dd1f637e0a4
Buttermilk Blue Cheese Dressing,https://www.marthastewart.com/348974/blue-cheese-dressing,https://www.edamam.com/web-img/aa7/aa7462c388f7db149cf1d02699db3c64.jpg
Buttermilk Mashed Potatoes,http://www.myrecipes.com/recipe/buttermilk-mashed-potatoes,https://www.edamam.com/web-img/053/053fc729abaa358400fa07de7126abdc.jpg
Fig Lassi,https://food52.com/recipes/35056-fig-lassi,https://www.edamam.com/web-img/4c4/4c498c5902779e01f0c1bb14838bb2be.jpg
Cranberry Panna Cotta,http://www.foodandwine.com/recipes/cranberry-panna-cotta,https://www.edamam.com/web-img/037/037dec212f5336df9acef7f512185473.jpg
Strawberry Parfaits,https://www.menshealth.com/recipes/strawberry-parfaits,https://www.edamam.com/web-img/c91/c91b36704340dc6abd8e475b516f908e.jpg
Cucumber Raita,https://food52.com/recipes/37522-cucumber-raita,https://www.edamam.com/web-img/ab5/ab55ea2c1c51ef8cde5f825f5f272a88.jpg
Peach Crepes,http://www.self.com/fooddiet/recipes/2011/04/peach-crepe,https://www.edamam.com/web-img/53b/53b0545ff17279f8d16ae4aa1680c5ff.jpg
Frozen Yogurt Pops,https://www.marthastewart.com/1050303/frozen-yogurt-pops,https://www.edamam.com/web-img/356/356cd6b6598858d037c9683d2b7fe999.jpg
Firecracker Ice Pops,http://www.delish.com/cooking/recipe-ideas/recipes/a21230/firecracker-ice-pops-recipe-mslo0613/,https://www.edamam.com/web-img/96e/96e85ef90f1a06171bdd788a5acec1fd.jpg
Mint Brownie Ice Cream Bars,http://www.myrecipes.com/recipe/mint-brownie-ice-cream-bars,https://www.edamam.com/web-img/fef/fefb8a9f9271e7d942169532ace91199.jpg
Apple Sausage Penne,https://www.menshealth.com/recipes/apple-sausage-penne,https://www.edamam.com/web-img/dd9/dd95c3b0bd5e32298ac89e618020718a.jpg
Purple Penguin Brain Freeze,http://www.delish.com/cooking/recipe-ideas/recipes/a1380/purple-penguin-brain-freeze-snacks/,https://www.edamam.com/web-img/e9c/e9c76826d20c16679816a262f400a4e7.jpeg
Banana Shake recipes,http://www.myrecipes.com/recipe/banana-shake-0,https://www.edamam.com/web-img/c3b/c3bd8f3f41950cae032fda76e924aa66
Mango Treat,https://www.menshealth.com/recipes/mango-treat,https://www.edamam.com/web-img/b20/b20e09daa8a87e7d63ae760aa5121b23.jpg
